algorithm,vertex count,edge count,density,cover size,duration (s)
exact exhaustive,9,20,0.5556,6,0.0002352
approximation two factor,9,20,0.5556,8,0.0000291
approximation one by one,9,20,0.5556,7,0.0000421
exact exhaustive,9,24,0.6667,6,0.0002266
approximation two factor,9,24,0.6667,8,0.0000396
approximation one by one,9,24,0.6667,7,0.0000321
exact exhaustive,9,34,0.9444,7,0.0003153
approximation two factor,9,34,0.9444,8,0.0000338
approximation one by one,9,34,0.9444,8,0.0000384
exact exhaustive,9,29,0.8056,6,0.0002598
approximation two factor,9,29,0.8056,8,0.0000467
approximation one by one,9,29,0.8056,7,0.0000605
exact exhaustive,9,33,0.9167,7,0.000526
approximation two factor,9,33,0.9167,8,0.0001211
approximation one by one,9,33,0.9167,8,0.0000945
exact exhaustive,9,36,1.0000,8,0.0003411
approximation two factor,9,36,1.0000,8,0.0000477
approximation one by one,9,36,1.0000,8,0.0000432
exact exhaustive,9,36,1.0000,8,0.0003721
approximation two factor,9,36,1.0000,8,0.0000378
approximation one by one,9,36,1.0000,8,0.0000443
exact exhaustive,9,36,1.0000,8,0.0003505
approximation two factor,9,36,1.0000,8,0.0000374
approximation one by one,9,36,1.0000,8,0.0000413
exact exhaustive,10,1,0.0222,1,0.0001728
approximation two factor,10,1,0.0222,2,0.0000101
approximation one by one,10,1,0.0222,1,0.0000073
exact exhaustive,10,7,0.1556,4,0.0002021
approximation two factor,10,7,0.1556,6,0.0000189
approximation one by one,10,7,0.1556,4,0.0000165
exact exhaustive,10,16,0.3556,6,0.000335
approximation two factor,10,16,0.3556,8,0.0000382
approximation one by one,10,16,0.3556,8,0.0000294
exact exhaustive,10,24,0.5333,6,0.0003395
approximation two factor,10,24,0.5333,8,0.0000719
approximation one by one,10,24,0.5333,9,0.0000781
exact exhaustive,10,31,0.6889,7,0.0005984
approximation two factor,10,31,0.6889,10,0.0000698
approximation one by one,10,31,0.6889,8,0.0000412
exact exhaustive,10,30,0.6667,7,0.0004592
approximation two factor,10,30,0.6667,8,0.0000365
approximation one by one,10,30,0.6667,8,0.0000359
exact exhaustive,10,38,0.8444,8,0.0005732
approximation two factor,10,38,0.8444,10,0.0000389
approximation one by one,10,38,0.8444,8,0.0000391
exact exhaustive,10,42,0.9333,8,0.0006537
approximation two factor,10,42,0.9333,10,0.0000404
approximation one by one,10,42,0.9333,9,0.0000481
exact exhaustive,10,42,0.9333,8,0.0006358
approximation two factor,10,42,0.9333,10,0.0000536
approximation one by one,10,42,0.9333,9,0.0000705
exact exhaustive,10,45,1.0000,9,0.0008076
approximation two factor,10,45,1.0000,10,0.0001605
approximation one by one,10,45,1.0000,9,0.0000695
exact exhaustive,10,45,1.0000,9,0.0007864
approximation two factor,10,45,1.0000,10,0.0000446
approximation one by one,10,45,1.0000,9,0.0000511
exact exhaustive,10,45,1.0000,9,0.0009739
approximation two factor,10,45,1.0000,10,0.0000797
approximation one by one,10,45,1.0000,9,0.0000479
exact exhaustive,11,7,0.1273,4,0.0003495
approximation two factor,11,7,0.1273,6,0.0000205
approximation one by one,11,7,0.1273,4,0.0000137
exact exhaustive,11,12,0.2182,5,0.0005016
approximation two factor,11,12,0.2182,10,0.0000864
approximation one by one,11,12,0.2182,7,0.0000798
exact exhaustive,11,14,0.2545,6,0.0005382
approximation two factor,11,14,0.2545,10,0.0001425
approximation one by one,11,14,0.2545,6,0.0000366
exact exhaustive,11,32,0.5818,8,0.000843
approximation two factor,11,32,0.5818,10,0.000042
approximation one by one,11,32,0.5818,9,0.0000392
exact exhaustive,11,37,0.6727,8,0.0009096
approximation two factor,11,37,0.6727,10,0.0000384
approximation one by one,11,37,0.6727,9,0.0000449
exact exhaustive,11,38,0.6909,8,0.0010261
approximation two factor,11,38,0.6909,10,0.0000623
approximation one by one,11,38,0.6909,9,0.0000831
exact exhaustive,11,47,0.8545,8,0.0015978
approximation two factor,11,47,0.8545,10,0.0001452
approximation one by one,11,47,0.8545,10,0.0001242
exact exhaustive,11,54,0.9818,9,0.0013287
approximation two factor,11,54,0.9818,10,0.0000524
approximation one by one,11,54,0.9818,10,0.0000612
exact exhaustive,11,51,0.9273,9,0.0016365
approximation two factor,11,51,0.9273,10,0.0000671
approximation one by one,11,51,0.9273,10,0.0000579
exact exhaustive,11,55,1.0000,10,0.0015983
approximation two factor,11,55,1.0000,10,0.0001105
approximation one by one,11,55,1.0000,10,0.0000955
exact exhaustive,11,55,1.0000,10,0.0044598
approximation two factor,11,55,1.0000,10,0.00005
approximation one by one,11,55,1.0000,10,0.0000557
exact exhaustive,11,55,1.0000,10,0.0013856
approximation two factor,11,55,1.0000,10,0.0000428
approximation one by one,11,55,1.0000,10,0.0000629
exact exhaustive,12,7,0.1061,4,0.0005555
approximation two factor,12,7,0.1061,8,0.0000215
approximation one by one,12,7,0.1061,6,0.0000312
exact exhaustive,12,10,0.1515,4,0.0005993
approximation two factor,12,10,0.1515,6,0.0000332
approximation one by one,12,10,0.1515,7,0.0000474
exact exhaustive,12,22,0.3333,7,0.0010154
approximation two factor,12,22,0.3333,8,0.000081
approximation one by one,12,22,0.3333,7,0.0000855
exact exhaustive,12,27,0.4091,7,0.001102
approximation two factor,12,27,0.4091,12,0.0000444
approximation one by one,12,27,0.4091,9,0.0000286
exact exhaustive,12,42,0.6364,8,0.0018149
approximation two factor,12,42,0.6364,12,0.0000393
approximation one by one,12,42,0.6364,10,0.0000409
exact exhaustive,12,47,0.7121,9,0.0018861
approximation two factor,12,47,0.7121,10,0.0000424
approximation one by one,12,47,0.7121,10,0.00005
exact exhaustive,12,56,0.8485,10,0.0024199
approximation two factor,12,56,0.8485,12,0.0000732
approximation one by one,12,56,0.8485,10,0.0000708
exact exhaustive,12,62,0.9394,10,0.002468
approximation two factor,12,62,0.9394,12,0.000067
approximation one by one,12,62,0.9394,11,0.0000611
exact exhaustive,12,60,0.9091,9,0.0024983
approximation two factor,12,60,0.9091,12,0.0000616
approximation one by one,12,60,0.9091,11,0.0000641
exact exhaustive,12,66,1.0000,11,0.002637
approximation two factor,12,66,1.0000,12,0.0001442
approximation one by one,12,66,1.0000,11,0.0000883
exact exhaustive,12,66,1.0000,11,0.0025761
approximation two factor,12,66,1.0000,12,0.0000584
approximation one by one,12,66,1.0000,11,0.0000664
exact exhaustive,12,66,1.0000,11,0.0034445
approximation two factor,12,66,1.0000,12,0.0000707
approximation one by one,12,66,1.0000,11,0.0000672
exact exhaustive,13,8,0.1026,5,0.0008014
approximation two factor,13,8,0.1026,8,0.0000429
approximation one by one,13,8,0.1026,7,0.0000272
exact exhaustive,13,9,0.1154,3,0.0008623
approximation two factor,13,9,0.1154,6,0.0000269
approximation one by one,13,9,0.1154,7,0.0000498
exact exhaustive,13,31,0.3974,8,0.0026736
approximation two factor,13,31,0.3974,12,0.0000313
approximation one by one,13,31,0.3974,11,0.0000416
exact exhaustive,13,32,0.4103,9,0.0027278
approximation two factor,13,32,0.4103,10,0.0000323
approximation one by one,13,32,0.4103,10,0.0000344
exact exhaustive,13,56,0.7179,10,0.0043483
approximation two factor,13,56,0.7179,12,0.0001258
approximation one by one,13,56,0.7179,11,0.00006
exact exhaustive,13,51,0.6538,9,0.0042427
approximation two factor,13,51,0.6538,12,0.0000414
approximation one by one,13,51,0.6538,11,0.0000507
exact exhaustive,13,69,0.8846,11,0.0052657
approximation two factor,13,69,0.8846,12,0.0001054
approximation one by one,13,69,0.8846,11,0.0000989
exact exhaustive,13,70,0.8974,10,0.005725
approximation two factor,13,70,0.8974,12,0.0000618
approximation one by one,13,70,0.8974,12,0.0000841
exact exhaustive,13,73,0.9359,11,0.0062423
approximation two factor,13,73,0.9359,12,0.0001089
approximation one by one,13,73,0.9359,12,0.0001908
exact exhaustive,13,77,0.9872,11,0.0065748
approximation two factor,13,77,0.9872,12,0.0000653
approximation one by one,13,77,0.9872,12,0.000083
exact exhaustive,13,77,0.9872,11,0.0086673
approximation two factor,13,77,0.9872,12,0.0000768
approximation one by one,13,77,0.9872,12,0.0001198
exact exhaustive,13,78,1.0000,12,0.0062215
approximation two factor,13,78,1.0000,12,0.0000572
approximation one by one,13,78,1.0000,12,0.0000863
exact exhaustive,14,4,0.0440,3,0.0017409
approximation two factor,14,4,0.0440,6,0.0000538
approximation one by one,14,4,0.0440,4,0.0000132
exact exhaustive,14,16,0.1758,6,0.0031595
approximation two factor,14,16,0.1758,10,0.0000282
approximation one by one,14,16,0.1758,9,0.0000226
exact exhaustive,14,29,0.3187,8,0.0046084
approximation two factor,14,29,0.3187,12,0.0000274
approximation one by one,14,29,0.3187,11,0.0000392
exact exhaustive,14,56,0.6154,10,0.0075959
approximation two factor,14,56,0.6154,14,0.0000649
approximation one by one,14,56,0.6154,12,0.0000564
exact exhaustive,14,62,0.6813,11,0.0087149
approximation two factor,14,62,0.6813,12,0.0000962
approximation one by one,14,62,0.6813,12,0.0000666
exact exhaustive,14,73,0.8022,11,0.0085087
approximation two factor,14,73,0.8022,14,0.0000561
approximation one by one,14,73,0.8022,12,0.0001324
exact exhaustive,14,76,0.8352,11,0.0100802
approximation two factor,14,76,0.8352,14,0.0000778
approximation one by one,14,76,0.8352,13,0.0000707
exact exhaustive,14,80,0.8791,11,0.011848
approximation two factor,14,80,0.8791,14,0.0001035
approximation one by one,14,80,0.8791,13,0.0000804
exact exhaustive,14,90,0.9890,12,0.0135662
approximation two factor,14,90,0.9890,14,0.0000669
approximation one by one,14,90,0.9890,12,0.0000742
exact exhaustive,14,90,0.9890,12,0.0147305
approximation two factor,14,90,0.9890,14,0.0000597
approximation one by one,14,90,0.9890,13,0.0000756
exact exhaustive,14,90,0.9890,12,0.0158647
approximation two factor,14,90,0.9890,14,0.0000612
approximation one by one,14,90,0.9890,13,0.0000769
exact exhaustive,14,91,1.0000,13,0.0152105
approximation two factor,14,91,1.0000,14,0.000055
approximation one by one,14,91,1.0000,13,0.0000708
exact exhaustive,15,14,0.1333,6,0.0054456
approximation two factor,15,14,0.1333,10,0.0000199
approximation one by one,15,14,0.1333,6,0.0000193
exact exhaustive,15,20,0.1905,6,0.0068465
approximation two factor,15,20,0.1905,10,0.0000194
approximation one by one,15,20,0.1905,10,0.000028
exact exhaustive,15,41,0.3905,10,0.0119109
approximation two factor,15,41,0.3905,14,0.0000375
approximation one by one,15,41,0.3905,13,0.0000446
exact exhaustive,15,48,0.4571,10,0.0168388
approximation two factor,15,48,0.4571,14,0.0000382
approximation one by one,15,48,0.4571,12,0.0000466
exact exhaustive,15,71,0.6762,12,0.0195647
approximation two factor,15,71,0.6762,14,0.000113
approximation one by one,15,71,0.6762,13,0.0000766
exact exhaustive,15,81,0.7714,12,0.0242648
approximation two factor,15,81,0.7714,14,0.0000564
approximation one by one,15,81,0.7714,14,0.0000779
exact exhaustive,15,94,0.8952,12,0.0226253
approximation two factor,15,94,0.8952,14,0.0000671
approximation one by one,15,94,0.8952,14,0.0000807
exact exhaustive,15,92,0.8762,13,0.0265118
approximation two factor,15,92,0.8762,14,0.0000897
approximation one by one,15,92,0.8762,13,0.0001312
exact exhaustive,15,100,0.9524,13,0.0271001
approximation two factor,15,100,0.9524,14,0.000083
approximation one by one,15,100,0.9524,14,0.0000981
exact exhaustive,15,105,1.0000,14,0.031773
approximation two factor,15,105,1.0000,14,0.0000729
approximation one by one,15,105,1.0000,14,0.0000961
exact exhaustive,15,104,0.9905,13,0.0349425
approximation two factor,15,104,0.9905,14,0.0000558
approximation one by one,15,104,0.9905,14,0.0000823
exact exhaustive,15,105,1.0000,14,0.0299168
approximation two factor,15,105,1.0000,14,0.0000659
approximation one by one,15,105,1.0000,14,0.0000826
exact exhaustive,16,16,0.1333,8,0.0109758
approximation two factor,16,16,0.1333,12,0.0000247
approximation one by one,16,16,0.1333,9,0.000021
exact exhaustive,16,25,0.2083,8,0.0160257
approximation two factor,16,25,0.2083,14,0.0000303
approximation one by one,16,25,0.2083,12,0.0000309
exact exhaustive,16,44,0.3667,9,0.0203516
approximation two factor,16,44,0.3667,12,0.0000385
approximation one by one,16,44,0.3667,13,0.0000468
exact exhaustive,16,58,0.4833,11,0.0289432
approximation two factor,16,58,0.4833,14,0.0000453
approximation one by one,16,58,0.4833,13,0.0000487
exact exhaustive,16,73,0.6083,12,0.0294313
approximation two factor,16,73,0.6083,16,0.0000502
approximation one by one,16,73,0.6083,14,0.0000606
exact exhaustive,16,86,0.7167,13,0.0378344
approximation two factor,16,86,0.7167,14,0.0000531
approximation one by one,16,86,0.7167,14,0.0000728
exact exhaustive,16,106,0.8833,13,0.0439631
approximation two factor,16,106,0.8833,16,0.0000822
approximation one by one,16,106,0.8833,15,0.0000922
exact exhaustive,16,107,0.8917,14,0.0484133
approximation two factor,16,107,0.8917,16,0.0000627
approximation one by one,16,107,0.8917,15,0.0000875
exact exhaustive,16,116,0.9667,14,0.0594543
approximation two factor,16,116,0.9667,16,0.0000656
approximation one by one,16,116,0.9667,15,0.0000897
exact exhaustive,16,120,1.0000,15,0.0507762
approximation two factor,16,120,1.0000,16,0.0000644
approximation one by one,16,120,1.0000,15,0.0000959
exact exhaustive,16,120,1.0000,15,0.0575124
approximation two factor,16,120,1.0000,16,0.0001444
approximation one by one,16,120,1.0000,15,0.0000966
exact exhaustive,16,120,1.0000,15,0.0677672
approximation two factor,16,120,1.0000,16,0.0000697
approximation one by one,16,120,1.0000,15,0.0000937
exact exhaustive,17,13,0.0956,6,0.0159145
approximation two factor,17,13,0.0956,10,0.0000121
approximation one by one,17,13,0.0956,7,0.0000135
exact exhaustive,17,29,0.2132,10,0.039767
approximation two factor,17,29,0.2132,12,0.0000263
approximation one by one,17,29,0.2132,10,0.0000341
exact exhaustive,17,51,0.3750,12,0.0470728
approximation two factor,17,51,0.3750,16,0.0000376
approximation one by one,17,51,0.3750,13,0.0000511
exact exhaustive,17,82,0.6029,13,0.0601374
approximation two factor,17,82,0.6029,14,0.0000517
approximation one by one,17,82,0.6029,14,0.0000746
exact exhaustive,17,88,0.6471,12,0.0615811
approximation two factor,17,88,0.6471,16,0.0000549
approximation one by one,17,88,0.6471,15,0.0000701
exact exhaustive,17,107,0.7868,14,0.089659
approximation two factor,17,107,0.7868,16,0.0000652
approximation one by one,17,107,0.7868,15,0.0000862
exact exhaustive,17,111,0.8162,14,0.0935278
approximation two factor,17,111,0.8162,16,0.0000609
approximation one by one,17,111,0.8162,15,0.0000819
exact exhaustive,17,123,0.9044,15,0.1059213
approximation two factor,17,123,0.9044,16,0.0000698
approximation one by one,17,123,0.9044,16,0.0000982
exact exhaustive,17,130,0.9559,15,0.1077474
approximation two factor,17,130,0.9559,16,0.0000711
approximation one by one,17,130,0.9559,16,0.0001
exact exhaustive,17,135,0.9926,15,0.1313668
approximation two factor,17,135,0.9926,16,0.0000684
approximation one by one,17,135,0.9926,16,0.000102
exact exhaustive,17,136,1.0000,16,0.1237579
approximation two factor,17,136,1.0000,16,0.0000707
approximation one by one,17,136,1.0000,16,0.000106
exact exhaustive,17,136,1.0000,16,0.1373917
approximation two factor,17,136,1.0000,16,0.0000725
