algorithm,vertex count,edge count,density,cover size,duration (s)
approximation two factor,11,46,0.8364,10,0.0000321
approximation one by one,11,46,0.8364,10,0.0000419
exact exhaustive,11,47,0.8545,8,0.0012195
exact increasing size,11,47,0.8545,8,0.0009622
exact alex optimization,11,47,0.8545,8,0.0012862
approximation two factor,11,47,0.8545,10,0.0000842
approximation one by one,11,47,0.8545,8,0.0000458
exact exhaustive,11,51,0.9273,9,0.0010292
exact increasing size,11,51,0.9273,9,0.0013627
exact alex optimization,11,51,0.9273,9,0.0013804
approximation two factor,11,51,0.9273,10,0.0000349
approximation one by one,11,51,0.9273,10,0.0000446
exact exhaustive,11,55,1.0000,10,0.0015245
exact increasing size,11,55,1.0000,10,0.0015522
exact alex optimization,11,55,1.0000,10,0.0020583
approximation two factor,11,55,1.0000,10,0.0000488
approximation one by one,11,55,1.0000,10,0.0000623
exact exhaustive,11,55,1.0000,10,0.0015324
exact increasing size,11,55,1.0000,10,0.0015401
exact alex optimization,11,55,1.0000,10,0.0018632
approximation two factor,11,55,1.0000,10,0.0000453
approximation one by one,11,55,1.0000,10,0.0000601
exact exhaustive,11,55,1.0000,10,0.0016507
exact increasing size,11,55,1.0000,10,0.0018576
exact alex optimization,11,55,1.0000,10,0.0016669
approximation two factor,11,55,1.0000,10,0.0000412
approximation one by one,11,55,1.0000,10,0.0000585
exact exhaustive,12,4,0.0606,3,0.0003703
exact increasing size,12,4,0.0606,3,0.0000627
exact alex optimization,12,4,0.0606,3,0.0000474
approximation two factor,12,4,0.0606,6,0.0000122
approximation one by one,12,4,0.0606,3,0.000008
exact exhaustive,12,13,0.1970,6,0.0007527
exact increasing size,12,13,0.1970,6,0.0004847
exact alex optimization,12,13,0.1970,6,0.0007094
approximation two factor,12,13,0.1970,10,0.0000501
approximation one by one,12,13,0.1970,8,0.0000443
exact exhaustive,12,22,0.3333,7,0.0010542
exact increasing size,12,22,0.3333,7,0.0009089
exact alex optimization,12,22,0.3333,7,0.0010602
approximation two factor,12,22,0.3333,8,0.000029
approximation one by one,12,22,0.3333,7,0.0000247
exact exhaustive,12,36,0.5455,8,0.0015917
exact increasing size,12,36,0.5455,8,0.0016953
exact alex optimization,12,36,0.5455,8,0.0016887
approximation two factor,12,36,0.5455,10,0.0000434
approximation one by one,12,36,0.5455,8,0.0000922
exact exhaustive,12,40,0.6061,8,0.0017471
exact increasing size,12,40,0.6061,8,0.0016534
exact alex optimization,12,40,0.6061,8,0.0015693
approximation two factor,12,40,0.6061,10,0.000035
approximation one by one,12,40,0.6061,10,0.0000587
exact exhaustive,12,49,0.7424,8,0.0016096
exact increasing size,12,49,0.7424,8,0.0016107
exact alex optimization,12,49,0.7424,8,0.0017811
approximation two factor,12,49,0.7424,12,0.0000359
approximation one by one,12,49,0.7424,11,0.0000443
exact exhaustive,12,54,0.8182,9,0.0025926
exact increasing size,12,54,0.8182,9,0.0033254
exact alex optimization,12,54,0.8182,9,0.0021036
approximation two factor,12,54,0.8182,12,0.0000637
approximation one by one,12,54,0.8182,11,0.0000842
exact exhaustive,12,54,0.8182,10,0.0026173
exact increasing size,12,54,0.8182,10,0.002385
exact alex optimization,12,54,0.8182,10,0.002446
approximation two factor,12,54,0.8182,12,0.0000486
approximation one by one,12,54,0.8182,11,0.0000666
exact exhaustive,12,62,0.9394,10,0.0023148
exact increasing size,12,62,0.9394,10,0.0023177
exact alex optimization,12,62,0.9394,10,0.0029622
approximation two factor,12,62,0.9394,12,0.000054
approximation one by one,12,62,0.9394,11,0.0000675
exact exhaustive,12,63,0.9545,10,0.0036406
exact increasing size,12,63,0.9545,10,0.0026543
exact alex optimization,12,63,0.9545,10,0.0036771
approximation two factor,12,63,0.9545,12,0.0000438
approximation one by one,12,63,0.9545,11,0.0000583
exact exhaustive,12,66,1.0000,11,0.0037941
exact increasing size,12,66,1.0000,11,0.0030321
exact alex optimization,12,66,1.0000,11,0.0031224
approximation two factor,12,66,1.0000,12,0.0000443
approximation one by one,12,66,1.0000,11,0.0000508
exact exhaustive,12,66,1.0000,11,0.0028265
exact increasing size,12,66,1.0000,11,0.0024863
exact alex optimization,12,66,1.0000,11,0.0032073
approximation two factor,12,66,1.0000,12,0.0000455
approximation one by one,12,66,1.0000,11,0.0000489
exact exhaustive,13,7,0.0897,5,0.0008855
exact increasing size,13,7,0.0897,5,0.0003234
exact alex optimization,13,7,0.0897,5,0.0003439
approximation two factor,13,7,0.0897,10,0.000013
approximation one by one,13,7,0.0897,5,0.0000099
exact exhaustive,13,15,0.1923,6,0.001229
exact increasing size,13,15,0.1923,6,0.0007647
exact alex optimization,13,15,0.1923,6,0.0012191
approximation two factor,13,15,0.1923,10,0.0000134
approximation one by one,13,15,0.1923,8,0.0000164
exact exhaustive,13,29,0.3718,8,0.0024171
exact increasing size,13,29,0.3718,8,0.001659
exact alex optimization,13,29,0.3718,8,0.0027028
approximation two factor,13,29,0.3718,12,0.0000302
approximation one by one,13,29,0.3718,10,0.0000325
exact exhaustive,13,39,0.5000,9,0.0030105
exact increasing size,13,39,0.5000,9,0.0031149
exact alex optimization,13,39,0.5000,9,0.003306
approximation two factor,13,39,0.5000,12,0.0000364
approximation one by one,13,39,0.5000,11,0.0000395
exact exhaustive,13,51,0.6538,9,0.0039539
exact increasing size,13,51,0.6538,9,0.0031861
exact alex optimization,13,51,0.6538,9,0.0040265
approximation two factor,13,51,0.6538,12,0.0000418
approximation one by one,13,51,0.6538,12,0.0000809
exact exhaustive,13,60,0.7692,10,0.0044904
exact increasing size,13,60,0.7692,10,0.0043717
exact alex optimization,13,60,0.7692,10,0.0048862
approximation two factor,13,60,0.7692,12,0.0000575
approximation one by one,13,60,0.7692,12,0.0000554
exact exhaustive,13,64,0.8205,10,0.00519
exact increasing size,13,64,0.8205,10,0.0053666
exact alex optimization,13,64,0.8205,10,0.0053071
approximation two factor,13,64,0.8205,12,0.0000575
approximation one by one,13,64,0.8205,12,0.0000512
exact exhaustive,13,74,0.9487,11,0.0058129
exact increasing size,13,74,0.9487,11,0.0054367
exact alex optimization,13,74,0.9487,11,0.0057238
approximation two factor,13,74,0.9487,12,0.0000565
approximation one by one,13,74,0.9487,12,0.0001303
exact exhaustive,13,73,0.9359,11,0.0066955
exact increasing size,13,73,0.9359,11,0.0058496
exact alex optimization,13,73,0.9359,11,0.0069222
approximation two factor,13,73,0.9359,12,0.0000461
approximation one by one,13,73,0.9359,12,0.0000605
exact exhaustive,13,78,1.0000,12,0.007172
exact increasing size,13,78,1.0000,12,0.007209
exact alex optimization,13,78,1.0000,12,0.0076559
approximation two factor,13,78,1.0000,12,0.0000988
approximation one by one,13,78,1.0000,12,0.0001075
exact exhaustive,13,78,1.0000,12,0.0075389
exact increasing size,13,78,1.0000,12,0.0074005
exact alex optimization,13,78,1.0000,12,0.007454
approximation two factor,13,78,1.0000,12,0.0000508
approximation one by one,13,78,1.0000,12,0.0000631
exact exhaustive,13,78,1.0000,12,0.0081378
exact increasing size,13,78,1.0000,12,0.0069426
exact alex optimization,13,78,1.0000,12,0.0081225
approximation two factor,13,78,1.0000,12,0.0000477
approximation one by one,13,78,1.0000,12,0.000065
exact exhaustive,14,8,0.0879,5,0.001685
exact increasing size,14,8,0.0879,5,0.0003972
exact alex optimization,14,8,0.0879,5,0.0007731
approximation two factor,14,8,0.0879,8,0.0000183
approximation one by one,14,8,0.0879,7,0.0000222
exact exhaustive,14,20,0.2198,6,0.0028286
exact increasing size,14,20,0.2198,6,0.0015221
exact alex optimization,14,20,0.2198,6,0.0024825
approximation two factor,14,20,0.2198,10,0.0000188
approximation one by one,14,20,0.2198,9,0.0000241
exact exhaustive,14,27,0.2967,8,0.0048439
exact increasing size,14,27,0.2967,8,0.0035369
exact alex optimization,14,27,0.2967,8,0.0050039
approximation two factor,14,27,0.2967,12,0.0000249
approximation one by one,14,27,0.2967,11,0.0000309
exact exhaustive,14,44,0.4835,10,0.0072475
exact increasing size,14,44,0.4835,10,0.0064849
exact alex optimization,14,44,0.4835,10,0.0071683
approximation two factor,14,44,0.4835,14,0.0000843
approximation one by one,14,44,0.4835,10,0.0000445
exact exhaustive,14,66,0.7253,11,0.0108356
exact increasing size,14,66,0.7253,11,0.0099056
exact alex optimization,14,66,0.7253,11,0.0113309
approximation two factor,14,66,0.7253,12,0.000045
approximation one by one,14,66,0.7253,13,0.0000588
exact exhaustive,14,73,0.8022,11,0.009885
exact increasing size,14,73,0.8022,11,0.0075529
exact alex optimization,14,73,0.8022,11,0.00903
approximation two factor,14,73,0.8022,14,0.0000632
approximation one by one,14,73,0.8022,13,0.0000956
exact exhaustive,14,75,0.8242,11,0.0092165
exact increasing size,14,75,0.8242,11,0.0073784
exact alex optimization,14,75,0.8242,11,0.009479
approximation two factor,14,75,0.8242,12,0.0001295
approximation one by one,14,75,0.8242,13,0.0000668
exact exhaustive,14,81,0.8901,11,0.0106917
exact increasing size,14,81,0.8901,11,0.0100367
exact alex optimization,14,81,0.8901,11,0.0118126
approximation two factor,14,81,0.8901,12,0.0000477
approximation one by one,14,81,0.8901,13,0.0001105
exact exhaustive,14,87,0.9560,12,0.0130981
exact increasing size,14,87,0.9560,12,0.0110118
exact alex optimization,14,87,0.9560,12,0.0173297
approximation two factor,14,87,0.9560,14,0.0001072
approximation one by one,14,87,0.9560,12,0.0001085
exact exhaustive,14,90,0.9890,12,0.0126856
exact increasing size,14,90,0.9890,12,0.0108928
exact alex optimization,14,90,0.9890,12,0.0122496
approximation two factor,14,90,0.9890,14,0.0000459
approximation one by one,14,90,0.9890,13,0.0000627
exact exhaustive,14,90,0.9890,12,0.0129799
exact increasing size,14,90,0.9890,12,0.0126934
exact alex optimization,14,90,0.9890,12,0.0147519
approximation two factor,14,90,0.9890,14,0.0000488
approximation one by one,14,90,0.9890,13,0.0000587
exact exhaustive,14,91,1.0000,13,0.0157425
exact increasing size,14,91,1.0000,13,0.0133164
exact alex optimization,14,91,1.0000,13,0.0156001
approximation two factor,14,91,1.0000,14,0.000051
approximation one by one,14,91,1.0000,13,0.0000869
exact exhaustive,15,14,0.1333,5,0.0041868
exact increasing size,15,14,0.1333,5,0.0003549
exact alex optimization,15,14,0.1333,5,0.0029264
approximation two factor,15,14,0.1333,6,0.000015
approximation one by one,15,14,0.1333,7,0.0000401
exact exhaustive,15,20,0.1905,6,0.0051425
exact increasing size,15,20,0.1905,6,0.001725
exact alex optimization,15,20,0.1905,6,0.0056151
approximation two factor,15,20,0.1905,10,0.0000325
approximation one by one,15,20,0.1905,10,0.0001133
exact exhaustive,15,37,0.3524,9,0.0098883
exact increasing size,15,37,0.3524,9,0.0099032
exact alex optimization,15,37,0.3524,9,0.0098115
approximation two factor,15,37,0.3524,14,0.0000282
approximation one by one,15,37,0.3524,12,0.0000363
exact exhaustive,15,49,0.4667,9,0.0097227
exact increasing size,15,49,0.4667,9,0.0076799
exact alex optimization,15,49,0.4667,9,0.009528
approximation two factor,15,49,0.4667,12,0.0000439
approximation one by one,15,49,0.4667,12,0.0001548
exact exhaustive,15,69,0.6571,11,0.0130427
exact increasing size,15,69,0.6571,11,0.0119049
exact alex optimization,15,69,0.6571,11,0.0133549
approximation two factor,15,69,0.6571,14,0.0000407
approximation one by one,15,69,0.6571,12,0.0000462
exact exhaustive,15,74,0.7048,12,0.0171342
exact increasing size,15,74,0.7048,12,0.0144543
exact alex optimization,15,74,0.7048,12,0.0170983
approximation two factor,15,74,0.7048,14,0.0000447
approximation one by one,15,74,0.7048,13,0.0000623
exact exhaustive,15,83,0.7905,12,0.0182621
exact increasing size,15,83,0.7905,12,0.0160051
exact alex optimization,15,83,0.7905,12,0.0209076
approximation two factor,15,83,0.7905,14,0.000058
approximation one by one,15,83,0.7905,12,0.0000521
exact exhaustive,15,95,0.9048,13,0.0268778
exact increasing size,15,95,0.9048,13,0.0203881
exact alex optimization,15,95,0.9048,13,0.0219703
approximation two factor,15,95,0.9048,14,0.0000701
approximation one by one,15,95,0.9048,14,0.0000778
exact exhaustive,15,100,0.9524,13,0.0244263
exact increasing size,15,100,0.9524,13,0.0194908
exact alex optimization,15,100,0.9524,13,0.0232367
approximation two factor,15,100,0.9524,14,0.0000843
approximation one by one,15,100,0.9524,14,0.0000704
exact exhaustive,15,105,1.0000,14,0.0285617
exact increasing size,15,105,1.0000,14,0.0245568
exact alex optimization,15,105,1.0000,14,0.0291882
approximation two factor,15,105,1.0000,14,0.000055
approximation one by one,15,105,1.0000,14,0.000073
exact exhaustive,15,105,1.0000,14,0.0279854
exact increasing size,15,105,1.0000,14,0.0252497
exact alex optimization,15,105,1.0000,14,0.0288604
approximation two factor,15,105,1.0000,14,0.0000567
approximation one by one,15,105,1.0000,14,0.0000731
exact exhaustive,15,105,1.0000,14,0.031392
exact increasing size,15,105,1.0000,14,0.0261086
exact alex optimization,15,105,1.0000,14,0.0290212
approximation two factor,15,105,1.0000,14,0.0000636
approximation one by one,15,105,1.0000,14,0.0001168
exact exhaustive,16,16,0.1333,5,0.0070001
exact increasing size,16,16,0.1333,5,0.0007269
exact alex optimization,16,16,0.1333,5,0.0028534
approximation two factor,16,16,0.1333,8,0.0000227
approximation one by one,16,16,0.1333,6,0.0000149
exact exhaustive,16,22,0.1833,8,0.0115465
exact increasing size,16,22,0.1833,8,0.0060938
exact alex optimization,16,22,0.1833,8,0.0164681
approximation two factor,16,22,0.1833,12,0.0000212
approximation one by one,16,22,0.1833,10,0.0000255
exact exhaustive,16,31,0.2583,9,0.0160109
exact increasing size,16,31,0.2583,9,0.010989
exact alex optimization,16,31,0.2583,9,0.0179439
approximation two factor,16,31,0.2583,12,0.000025
approximation one by one,16,31,0.2583,15,0.0000469
exact exhaustive,16,59,0.4917,11,0.0273361
exact increasing size,16,59,0.4917,11,0.0221547
exact alex optimization,16,59,0.4917,11,0.0271262
approximation two factor,16,59,0.4917,14,0.0000883
approximation one by one,16,59,0.4917,12,0.0000476
exact exhaustive,16,80,0.6667,12,0.0353793
exact increasing size,16,80,0.6667,12,0.0288854
exact alex optimization,16,80,0.6667,12,0.0363076
approximation two factor,16,80,0.6667,14,0.0000444
approximation one by one,16,80,0.6667,14,0.0000539
exact exhaustive,16,87,0.7250,13,0.0356146
exact increasing size,16,87,0.7250,13,0.0314297
exact alex optimization,16,87,0.7250,13,0.0417934
approximation two factor,16,87,0.7250,16,0.0000518
approximation one by one,16,87,0.7250,14,0.0000564
exact exhaustive,16,101,0.8417,13,0.0414055
exact increasing size,16,101,0.8417,13,0.036962
exact alex optimization,16,101,0.8417,13,0.0431332
approximation two factor,16,101,0.8417,16,0.0000523
approximation one by one,16,101,0.8417,14,0.0000739
exact exhaustive,16,111,0.9250,14,0.0503946
exact increasing size,16,111,0.9250,14,0.0417743
exact alex optimization,16,111,0.9250,14,0.0569344
approximation two factor,16,111,0.9250,16,0.0000674
approximation one by one,16,111,0.9250,14,0.0000795
exact exhaustive,16,115,0.9583,14,0.0569426
exact increasing size,16,115,0.9583,14,0.0453453
exact alex optimization,16,115,0.9583,14,0.0578672
approximation two factor,16,115,0.9583,16,0.0000557
approximation one by one,16,115,0.9583,15,0.0000767
exact exhaustive,16,120,1.0000,15,0.0652066
exact increasing size,16,120,1.0000,15,0.0502383
exact alex optimization,16,120,1.0000,15,0.0620826
approximation two factor,16,120,1.0000,16,0.0000682
approximation one by one,16,120,1.0000,15,0.0000907
exact exhaustive,16,119,0.9917,14,0.0604568
exact increasing size,16,119,0.9917,14,0.0524313
exact alex optimization,16,119,0.9917,14,0.0580438
approximation two factor,16,119,0.9917,16,0.0000605
approximation one by one,16,119,0.9917,15,0.0000843
exact exhaustive,16,120,1.0000,15,0.0658694
exact increasing size,16,120,1.0000,15,0.0556721
exact alex optimization,16,120,1.0000,15,0.067263
approximation two factor,16,120,1.0000,16,0.0000642
approximation one by one,16,120,1.0000,15,0.0000828
exact exhaustive,17,13,0.0956,7,0.0168049
exact increasing size,17,13,0.0956,7,0.0050459
exact alex optimization,17,13,0.0956,7,0.0069022
approximation two factor,17,13,0.0956,12,0.0000156
approximation one by one,17,13,0.0956,8,0.0000128
exact exhaustive,17,36,0.2647,9,0.0259632
exact increasing size,17,36,0.2647,9,0.0184266
exact alex optimization,17,36,0.2647,9,0.0267488
approximation two factor,17,36,0.2647,12,0.0000317
approximation one by one,17,36,0.2647,13,0.0000313
exact exhaustive,17,51,0.3750,11,0.0490799
exact increasing size,17,51,0.3750,11,0.0373968
exact alex optimization,17,51,0.3750,11,0.0470501
approximation two factor,17,51,0.3750,14,0.0000376
approximation one by one,17,51,0.3750,14,0.0000458
exact exhaustive,17,76,0.5588,13,0.062215
exact increasing size,17,76,0.5588,13,0.0505656
exact alex optimization,17,76,0.5588,13,0.0614274
approximation two factor,17,76,0.5588,16,0.0000447
approximation one by one,17,76,0.5588,15,0.0000531
exact exhaustive,17,85,0.6250,13,0.0626443
exact increasing size,17,85,0.6250,13,0.0585421
exact alex optimization,17,85,0.6250,13,0.061261
approximation two factor,17,85,0.6250,16,0.0000546
approximation one by one,17,85,0.6250,16,0.0000623
exact exhaustive,17,107,0.7868,14,0.0819397
exact increasing size,17,107,0.7868,14,0.075968
exact alex optimization,17,107,0.7868,14,0.0827812
approximation two factor,17,107,0.7868,16,0.000061
approximation one by one,17,107,0.7868,15,0.0000801
exact exhaustive,17,116,0.8529,14,0.0972026
exact increasing size,17,116,0.8529,14,0.0958387
exact alex optimization,17,116,0.8529,14,0.0924504
approximation two factor,17,116,0.8529,16,0.0000627
approximation one by one,17,116,0.8529,16,0.0000813
exact exhaustive,17,128,0.9412,15,0.0994686
exact increasing size,17,128,0.9412,15,0.0984237
exact alex optimization,17,128,0.9412,15,0.1184908
approximation two factor,17,128,0.9412,16,0.0000678
approximation one by one,17,128,0.9412,16,0.0000931
exact exhaustive,17,128,0.9412,15,0.1246819
exact increasing size,17,128,0.9412,15,0.1168486
exact alex optimization,17,128,0.9412,15,0.1224676
approximation two factor,17,128,0.9412,16,0.0000696
approximation one by one,17,128,0.9412,16,0.0000968
exact exhaustive,17,133,0.9779,15,0.1380885
exact increasing size,17,133,0.9779,15,0.1333713
exact alex optimization,17,133,0.9779,15,0.1358523
approximation two factor,17,133,0.9779,16,0.0000702
approximation one by one,17,133,0.9779,16,0.000099
exact exhaustive,17,136,1.0000,16,0.1435898
exact increasing size,17,136,1.0000,16,0.1362206
exact alex optimization,17,136,1.0000,16,0.1519748
approximation two factor,17,136,1.0000,16,0.0000688
approximation one by one,17,136,1.0000,16,0.0000917
exact exhaustive,17,136,1.0000,16,0.1511369
exact increasing size,17,136,1.0000,16,0.141659
exact alex optimization,17,136,1.0000,16,0.1455672
approximation two factor,17,136,1.0000,16,0.0000716
approximation one by one,17,136,1.0000,16,0.0000954
exact exhaustive,18,18,0.1176,7,0.0521624
exact increasing size,18,18,0.1176,7,0.0110774
exact alex optimization,18,18,0.1176,7,0.0326777
approximation two factor,18,18,0.1176,12,0.0000189
approximation one by one,18,18,0.1176,10,0.0000165
exact exhaustive,18,28,0.1830,9,0.0580224
exact increasing size,18,28,0.1830,9,0.0313999
exact alex optimization,18,28,0.1830,9,0.0415841
approximation two factor,18,28,0.1830,12,0.0000436
approximation one by one,18,28,0.1830,11,0.0000282
exact exhaustive,18,50,0.3268,12,0.1092076
exact increasing size,18,50,0.3268,12,0.0945474
exact alex optimization,18,50,0.3268,12,0.1176142
approximation two factor,18,50,0.3268,14,0.0000335
approximation one by one,18,50,0.3268,15,0.0000404
exact exhaustive,18,76,0.4967,14,0.1437548
exact increasing size,18,76,0.4967,14,0.1270594
exact alex optimization,18,76,0.4967,14,0.1548383
approximation two factor,18,76,0.4967,18,0.0000514
approximation one by one,18,76,0.4967,14,0.0000535
exact exhaustive,18,90,0.5882,13,0.1662416
exact increasing size,18,90,0.5882,13,0.1462969
exact alex optimization,18,90,0.5882,13,0.1718958
approximation two factor,18,90,0.5882,16,0.0000508
approximation one by one,18,90,0.5882,16,0.0000686
exact exhaustive,18,118,0.7712,15,0.2469387
exact increasing size,18,118,0.7712,15,0.2093626
exact alex optimization,18,118,0.7712,15,0.2394638
approximation two factor,18,118,0.7712,16,0.0000646
approximation one by one,18,118,0.7712,17,0.0000923
exact exhaustive,18,126,0.8235,15,0.2465743
exact increasing size,18,126,0.8235,15,0.2313938
exact alex optimization,18,126,0.8235,15,0.2378812
approximation two factor,18,126,0.8235,18,0.0000661
approximation one by one,18,126,0.8235,16,0.0000976
exact exhaustive,18,139,0.9085,15,0.2533625
exact increasing size,18,139,0.9085,15,0.2305298
exact alex optimization,18,139,0.9085,15,0.257081
approximation two factor,18,139,0.9085,18,0.0000734
approximation one by one,18,139,0.9085,17,0.0001043
exact exhaustive,18,140,0.9150,15,0.3026972
exact increasing size,18,140,0.9150,15,0.265507
exact alex optimization,18,140,0.9150,15,0.2971553
approximation two factor,18,140,0.9150,18,0.0000754
approximation one by one,18,140,0.9150,17,0.0001092
exact exhaustive,18,153,1.0000,17,0.3030888
exact increasing size,18,153,1.0000,17,0.2610183
exact alex optimization,18,153,1.0000,17,0.2923543
approximation two factor,18,153,1.0000,18,0.0000779
approximation one by one,18,153,1.0000,17,0.0001184
exact exhaustive,18,152,0.9935,16,0.2961519
exact increasing size,18,152,0.9935,16,0.2776817
exact alex optimization,18,152,0.9935,16,0.2958947
approximation two factor,18,152,0.9935,18,0.0000777
approximation one by one,18,152,0.9935,17,0.0001177
exact exhaustive,18,153,1.0000,17,0.3494874
exact increasing size,18,153,1.0000,17,0.3070875
exact alex optimization,18,153,1.0000,17,0.3403125
approximation two factor,18,153,1.0000,18,0.0000807
approximation one by one,18,153,1.0000,17,0.00011
exact exhaustive,19,28,0.1637,10,0.121428
exact increasing size,19,28,0.1637,10,0.0894086
exact alex optimization,19,28,0.1637,10,0.1226177
approximation two factor,19,28,0.1637,16,0.0000259
approximation one by one,19,28,0.1637,12,0.0000261
exact exhaustive,19,32,0.1871,9,0.0965327
exact increasing size,19,32,0.1871,9,0.0625191
exact alex optimization,19,32,0.1871,9,0.1055865
approximation two factor,19,32,0.1871,16,0.0000383
approximation one by one,19,32,0.1871,12,0.0000249
exact exhaustive,19,69,0.4035,11,0.2230679
exact increasing size,19,69,0.4035,11,0.1563733
exact alex optimization,19,69,0.4035,11,0.2296299
approximation two factor,19,69,0.4035,16,0.0000519
approximation one by one,19,69,0.4035,17,0.0000588
exact exhaustive,19,73,0.4269,12,0.2546908
exact increasing size,19,73,0.4269,12,0.2015649
exact alex optimization,19,73,0.4269,12,0.2418522
approximation two factor,19,73,0.4269,18,0.000073
approximation one by one,19,73,0.4269,15,0.0000596
exact exhaustive,19,105,0.6140,15,0.3434997
exact increasing size,19,105,0.6140,15,0.3319721
exact alex optimization,19,105,0.6140,15,0.3581297
approximation two factor,19,105,0.6140,18,0.000057
approximation one by one,19,105,0.6140,17,0.0000836
exact exhaustive,19,131,0.7661,15,0.4741952
exact increasing size,19,131,0.7661,15,0.416744
exact alex optimization,19,131,0.7661,15,0.4681851
approximation two factor,19,131,0.7661,18,0.0000662
approximation one by one,19,131,0.7661,18,0.0001071
exact exhaustive,19,135,0.7895,16,0.4871633
exact increasing size,19,135,0.7895,16,0.4388127
exact alex optimization,19,135,0.7895,16,0.4812995
approximation two factor,19,135,0.7895,18,0.0000717
approximation one by one,19,135,0.7895,17,0.0000987
exact exhaustive,19,156,0.9123,16,0.5787583
exact increasing size,19,156,0.9123,16,0.5104588
exact alex optimization,19,156,0.9123,16,0.5699527
approximation two factor,19,156,0.9123,18,0.0000762
approximation one by one,19,156,0.9123,18,0.0001167
exact exhaustive,19,160,0.9357,17,0.5306695
exact increasing size,19,160,0.9357,17,0.5093479
exact alex optimization,19,160,0.9357,17,0.5453529
approximation two factor,19,160,0.9357,18,0.0000768
approximation one by one,19,160,0.9357,18,0.00012
exact exhaustive,19,170,0.9942,17,0.6479952
exact increasing size,19,170,0.9942,17,0.619815
exact alex optimization,19,170,0.9942,17,0.6548831
approximation two factor,19,170,0.9942,18,0.0000849
approximation one by one,19,170,0.9942,18,0.0001361
exact exhaustive,19,171,1.0000,18,0.6585322
exact increasing size,19,171,1.0000,18,0.610017
exact alex optimization,19,171,1.0000,18,0.6803121
approximation two factor,19,171,1.0000,18,0.0000883
approximation one by one,19,171,1.0000,18,0.0001385
exact exhaustive,19,171,1.0000,18,0.6947752
exact increasing size,19,171,1.0000,18,0.6454273
exact alex optimization,19,171,1.0000,18,0.6740282
approximation two factor,19,171,1.0000,18,0.0000832
approximation one by one,19,171,1.0000,18,0.000133
exact exhaustive,20,19,0.1000,8,0.1655446
exact increasing size,20,19,0.1000,8,0.0302577
exact alex optimization,20,19,0.1000,8,0.1094582
approximation two factor,20,19,0.1000,12,0.0000173
approximation one by one,20,19,0.1000,12,0.0000196
exact exhaustive,20,29,0.1526,9,0.2063151
exact increasing size,20,29,0.1526,9,0.0670668
exact alex optimization,20,29,0.1526,9,0.1963662
approximation two factor,20,29,0.1526,14,0.0000215
approximation one by one,20,29,0.1526,12,0.0000283
exact exhaustive,20,64,0.3368,14,0.5094083
exact increasing size,20,64,0.3368,14,0.403721
exact alex optimization,20,64,0.3368,14,0.454137
approximation two factor,20,64,0.3368,18,0.0000398
approximation one by one,20,64,0.3368,15,0.0000503
exact exhaustive,20,102,0.5368,15,0.6661387
exact increasing size,20,102,0.5368,15,0.5900828
exact alex optimization,20,102,0.5368,15,0.6858626
approximation two factor,20,102,0.5368,20,0.0000669
approximation one by one,20,102,0.5368,17,0.0000795
exact exhaustive,20,122,0.6421,15,0.7556332
exact increasing size,20,122,0.6421,15,0.6422018
exact alex optimization,20,122,0.6421,15,0.6272288
approximation two factor,20,122,0.6421,20,0.0000859
approximation one by one,20,122,0.6421,17,0.0000892
exact exhaustive,20,140,0.7368,17,0.9392478
exact increasing size,20,140,0.7368,17,0.8086024
exact alex optimization,20,140,0.7368,17,0.7814233
approximation two factor,20,140,0.7368,20,0.0001146
approximation one by one,20,140,0.7368,17,0.0001123
exact exhaustive,20,160,0.8421,17,0.9921967
exact increasing size,20,160,0.8421,17,0.9064206
exact alex optimization,20,160,0.8421,17,0.8484308
approximation two factor,20,160,0.8421,18,0.0000821
approximation one by one,20,160,0.8421,19,0.0001365
exact exhaustive,20,169,0.8895,18,1.0988647
exact increasing size,20,169,0.8895,18,1.0410999
exact alex optimization,20,169,0.8895,18,0.9291441
approximation two factor,20,169,0.8895,20,0.0000857
approximation one by one,20,169,0.8895,19,0.0001364
exact exhaustive,20,183,0.9632,18,1.2580796
exact increasing size,20,183,0.9632,18,1.1558618
exact alex optimization,20,183,0.9632,18,1.2312449
approximation two factor,20,183,0.9632,20,0.0000879
approximation one by one,20,183,0.9632,18,0.0001502
exact exhaustive,20,188,0.9895,18,1.291817
exact increasing size,20,188,0.9895,18,1.2079024
exact alex optimization,20,188,0.9895,18,1.0869022
approximation two factor,20,188,0.9895,20,0.0000935
approximation one by one,20,188,0.9895,19,0.0001446
exact exhaustive,20,190,1.0000,19,1.4280915
exact increasing size,20,190,1.0000,19,1.3056358
exact alex optimization,20,190,1.0000,19,1.2104983
approximation two factor,20,190,1.0000,20,0.0000962
approximation one by one,20,190,1.0000,19,0.0001415
exact exhaustive,20,190,1.0000,19,1.5075706
exact increasing size,20,190,1.0000,19,1.3609271
exact alex optimization,20,190,1.0000,19,1.4553393
approximation two factor,20,190,1.0000,20,0.0000985
approximation one by one,20,190,1.0000,19,0.0001427
exact exhaustive,21,30,0.1429,9,0.4437699
exact increasing size,21,30,0.1429,9,0.1443011
exact alex optimization,21,30,0.1429,9,0.3876493
approximation two factor,21,30,0.1429,12,0.000021
approximation one by one,21,30,0.1429,11,0.0000239
exact exhaustive,21,45,0.2143,12,0.8232613
exact increasing size,21,45,0.2143,12,0.5915547
